origin,destination,euclidean,nb_paths,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths
-189145628#5,-78825081#10,1.047421561635824,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-172431710#2,33797546#0,3.5069781616001383,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-263347690#2,-34761282#3,16.506948252342045,10001,1.0,11.0,183.0,839.0,1907.0,3106.0,4331.0,5591.0,6854.0,7988.0
52118696,330209041,2.663710997726948,3568,18.0,111.0,220.0,471.0,754.0,1096.0,1441.0,1843.0,2221.0,2600.0
158013167#0-AddedOnRampEdge,319629444#0,1.2549166842113102,17,1.0,2.0,2.0,2.0,5.0,8.0,13.0,17.0,17.0,17.0
-378950433#3,84811914,2.2046491894950773,7910,151.0,690.0,1595.0,2706.0,3930.0,5149.0,6130.0,6859.0,7292.0,7579.0
25245894,52835940#1-AddedOnRampEdge,9.344113120814454,9837,4.0,67.0,325.0,897.0,1837.0,3103.0,4420.0,5585.0,6673.0,7586.0
-663713792#3,849448259,7.236446514745473,8724,533.0,1862.0,3772.0,5522.0,6778.0,7662.0,8196.0,8470.0,8634.0,8699.0
178942074#0,274928866,3.2531356300923866,876,2.0,5.0,7.0,10.0,14.0,30.0,49.0,62.0,117.0,150.0
283832372,-623182790#2,19.246678851718823,10001,1.0,6.0,90.0,510.0,1566.0,2989.0,4617.0,6124.0,7375.0,8295.0
-1092670891,180534094#1,11.517563219238314,10001,1.0,25.0,226.0,743.0,1603.0,2586.0,3730.0,5060.0,6442.0,7647.0
236827529,-293695573#1,1.1419788050120383,392,6.0,13.0,25.0,68.0,107.0,136.0,175.0,207.0,231.0,264.0
-353017627,24009213,2.3138802659581663,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
575728051,-210627752,21.107800701051733,10001,1.0,2.0,19.0,128.0,486.0,1395.0,2796.0,4294.0,5703.0,6915.0
-145038651#3,141331298,2.3542245003619424,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
668139707,639995660#0,14.142551733982335,8592,50.0,523.0,1520.0,2567.0,3476.0,4310.0,5135.0,5785.0,6261.0,6566.0
30337183#1,-243051430#2,3.50944773201005,9638,367.0,1960.0,5151.0,6965.0,7601.0,7784.0,7866.0,8076.0,8720.0,9256.0
-172410725#0,472413854#0,1.0972846508306129,90,16.0,17.0,39.0,51.0,65.0,66.0,71.0,81.0,83.0,90.0
-39894345#3,56141410,1.1474495152213324,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-45336715#1,24545700,0.8449199357353635,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49810378#5,-81130439#3,1.2022794471553893,638,10.0,32.0,57.0,91.0,147.0,211.0,319.0,429.0,503.0,563.0
248637520,203301211#0,2.9109417760693987,7116,581.0,2190.0,3317.0,4658.0,5825.0,6384.0,6795.0,6970.0,7067.0,7093.0
378465226#0,34760911,4.714127574572802,9563,801.0,3413.0,6713.0,8302.0,8920.0,9252.0,9466.0,9541.0,9562.0,9563.0
668139707,-340151721#0,5.984477844403927,6923,341.0,1971.0,2715.0,3877.0,4660.0,5123.0,5480.0,5758.0,6031.0,6285.0
43760386,246809622#0,10.710229077167542,10001,2.0,58.0,452.0,1316.0,2441.0,3747.0,4984.0,6234.0,7371.0,8288.0
28901803#1,185100058,2.7264212176552656,9019,634.0,1765.0,3259.0,4757.0,5839.0,6553.0,7049.0,7695.0,8261.0,8649.0
49810378#6,30637272,2.1352422919795475,4510,29.0,210.0,521.0,1042.0,1604.0,2185.0,2645.0,2922.0,3191.0,3430.0
22929821#0,1051205980#0,10.79984400923892,10001,7.0,135.0,495.0,1040.0,1572.0,2043.0,2663.0,3673.0,4907.0,6238.0
-353018598,190029467#0,2.0728858036653617,5689,9.0,20.0,124.0,330.0,700.0,1115.0,1463.0,1800.0,2286.0,3055.0
266590590#0,166257413#1,13.48676605656426,10001,1.0,1.0,5.0,83.0,432.0,1204.0,2330.0,3701.0,5056.0,6359.0
27879362#0,942307531#0,0.7020241230985811,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189145628#0,-577584841,19.880826888603934,10001,1.0,4.0,78.0,382.0,928.0,1847.0,2948.0,4197.0,5558.0,6899.0
52026998,172431733,23.61591850576332,10001,1.0,1.0,17.0,182.0,703.0,1693.0,2934.0,4369.0,5699.0,6903.0
456107645,-832193661#2,2.946483537102668,1406,9.0,35.0,114.0,146.0,286.0,715.0,1114.0,1346.0,1404.0,1406.0
44157798#0,-200433713#1,1.736893036499653,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190029467#0,132382960#0,4.580087943096104,9150,86.0,378.0,1081.0,2112.0,3332.0,4644.0,5800.0,6744.0,7490.0,8021.0
49810106#3,154819912,8.073628242481155,9981,2.0,31.0,181.0,468.0,990.0,1685.0,2619.0,3703.0,4811.0,5959.0
-353021172#3,228692787,14.677683705701243,10001,2.0,15.0,99.0,419.0,1269.0,2588.0,4177.0,5672.0,6923.0,7974.0
329347625#0,-44308005#3,3.1504091493008417,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4968774,49077114,16.64195761071301,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
994080315,112426143,9.82385532685334,9996,2.0,50.0,274.0,734.0,1346.0,2134.0,3012.0,3948.0,4911.0,5788.0
-64312782#2,45031903#1,23.601946350777325,10001,1.0,2.0,78.0,350.0,924.0,1842.0,3112.0,4454.0,5652.0,6714.0
-45031903#0,394317168,3.9932383180782662,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
668139707,329347634,1.038797145241011,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274074308#0,45792143,1.1276823033908514,3592,0.0,5.0,27.0,131.0,449.0,974.0,1661.0,2258.0,2763.0,3134.0
-185455061#3,84553030#2,1.3168627896466667,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-183217906,256587213,1.040544463888134,816,0.0,5.0,21.0,33.0,76.0,133.0,224.0,367.0,508.0,642.0
30337183#1,370462000,3.241742066812924,9383,326.0,1374.0,4031.0,5914.0,6940.0,7362.0,7496.0,7593.0,7736.0,8304.0
244564998,154635187,3.905820976151424,529,1.0,1.0,11.0,56.0,143.0,152.0,154.0,154.0,174.0,259.0
196208763,52878164#1,1.117364733019948,28,6.0,8.0,10.0,18.0,20.0,24.0,26.0,28.0,28.0,28.0
302024339#0,23679523,1.1696290953646278,459,8.0,31.0,62.0,110.0,168.0,227.0,274.0,312.0,360.0,383.0
329347631,141516570#1,4.426004810156922,8547,776.0,3053.0,4764.0,5739.0,6354.0,6697.0,6924.0,7071.0,7182.0,7293.0
957107412#0,111509284#0,2.992522394840423,6226,160.0,674.0,1299.0,2300.0,3629.0,4911.0,5632.0,6000.0,6145.0,6205.0
-55339582#1,189145628#4,6.390474325284549,9998,42.0,219.0,696.0,1336.0,2031.0,2817.0,3885.0,5107.0,6426.0,7570.0
-269492068,174286971#0,14.25712044044548,10001,1.0,9.0,81.0,272.0,635.0,1073.0,1621.0,2338.0,3192.0,4143.0
44722581#1,-75538648#1,1.947829647573699,396,15.0,32.0,60.0,82.0,112.0,153.0,199.0,245.0,303.0,342.0
120066566,172410734#4,1.7388072877491318,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217873270#0,201668559,5.903309290728514,9760,113.0,579.0,1648.0,3070.0,4451.0,5704.0,6922.0,7941.0,8674.0,9161.0
25558032#1,172410734#4,22.368534909473787,10001,1.0,11.0,336.0,1142.0,2419.0,3633.0,4455.0,5041.0,5553.0,6096.0
-49806848#3,327148060#2,5.706709914869693,10000,27.0,192.0,668.0,1568.0,2768.0,3958.0,5137.0,6213.0,7194.0,8044.0
120066566,252472885#2,1.153601393708593,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
272791496#0,22493305#0,1.1570605720752254,2837,10.0,50.0,92.0,201.0,372.0,615.0,892.0,1260.0,1548.0,1868.0
302024346#2,201673007,13.527267054328789,10001,1.0,15.0,114.0,478.0,1281.0,2709.0,4520.0,6382.0,7837.0,8752.0
394316203,-472700535#5,2.010468564353518,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38706057,-37455489#7,2.4619350304175103,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52026998,294556832#0,1.349134393549992,824,1.0,2.0,4.0,9.0,22.0,38.0,57.0,105.0,164.0,256.0
